City,Business Name,Contact Phone,Physical Address,Website / Social,Alliance Status,Latitude,Longitude
Bengaluru,Shivam Stationery world,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9925746,77.5923708
Bengaluru,Net Galaxy,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),13.0579017,77.6440795
Bengaluru,Local Copyshop (Osm Ref),Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),13.0578526,77.6437873
Bengaluru,Local Stationery (Osm Ref),Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9923802,77.5942697
Bengaluru,AS Sign Shop,9900699969,Bengaluru,https://assignshop.com/,Prospect (Phase 1 B2B),12.9041368,77.568103
Bengaluru,Kumar Fancy Store,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9044006,77.5619464
Bengaluru,Shri Krishna Xerox,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),13.0080702,77.5710122
Bengaluru,Rachana Stationary,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9561938,77.534029
Bengaluru,Sri Balaji General Store & Stationery,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9654818,77.5383935
Bengaluru,Tupperware,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),13.0835905,77.5601301
Bengaluru,Cee Jay School Supplies,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9993937,77.5501824
Bengaluru,Local Copyshop (Osm Ref),Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9870695,77.5950824
Bengaluru,Olympus Xerox,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9834197,77.5958254
Bengaluru,i-Print,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9208893,77.5971712
Bengaluru,Printo,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.967512,77.6066323
Bengaluru,goodgudi,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9117593,77.6323451
Bengaluru,"Gayathri Prints, Ganesh Offset Printers Bangalore",09741320095,Bengaluru,https://www.gayathriprints.com/,Prospect (Phase 1 B2B),12.8973137,77.6420611
Bengaluru,Xerox & Stationary,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9783429,77.6330507
Bengaluru,Prabhu Photos,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.973611,77.6077008
Bengaluru,Local Copyshop (Osm Ref),Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),13.0190699,77.5575936
Bengaluru,Local Copyshop (Osm Ref),Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.989113,77.5747176
Bengaluru,Local Copyshop (Osm Ref),Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),13.0683507,77.5543466
Bengaluru,Highlighter Stationer,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),13.0692587,77.556181
Bengaluru,Sri Bhiraveshwara Stationey & General Stores,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),13.0682422,77.5544543
Bengaluru,Print Magic,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),13.0685551,77.5546256
Bengaluru,Printo,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),13.024283,77.6332341
Bengaluru,Pooja Fancy Store,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),13.0846766,77.5595449
Bengaluru,Local Copyshop (Osm Ref),Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9274047,77.5762771
Bengaluru,Sunil Raj Printers,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9495651,77.5962737
Bengaluru,Local Copyshop (Osm Ref),Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9277651,77.5162915
Bengaluru,Wave Tech,Not Listed,"Brigade Road, Ashok Nagar, Bangalore",Not Listed,Prospect (Phase 1 B2B),12.9712003,77.6068405
Bengaluru,Unity Center,Not Listed,"Brigade Road, Ashok Nagar, Bangalore",Not Listed,Prospect (Phase 1 B2B),12.9704141,77.6065431
Bengaluru,Om Stationery and Snacks,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9243848,77.5782994
Bengaluru,Flex Banner Print Shop,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9785655,77.6297418
Bengaluru,Sri Venkateshwara Printer Cafe,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9582837,77.6594483
Bengaluru,Sri Lakshmi Narsimha Enterprises,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.958215,77.6595917
Bengaluru,Om Cyber Cafe,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9587227,77.6595972
Bengaluru,Sagar Xerox,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.939824,77.5641288
Bengaluru,New Delight Shop,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9767936,77.590082
Bengaluru,Sri Sai Enterprises,Not Listed,"2nd Main Road, Bengaluru",Not Listed,Prospect (Phase 1 B2B),12.9767936,77.590082
Ahmedabad,Skyblue,Not Listed,Ahmedabad,Not Listed,Prospect (Phase 1 B2B),23.0164623,72.4690582
Ahmedabad,Hello Stationary services,Not Listed,Ahmedabad,Not Listed,Prospect (Phase 1 B2B),23.108341,72.5827474
Ahmedabad,My Stationaries,Not Listed,Ahmedabad,Not Listed,Prospect (Phase 1 B2B),23.1095409,72.5938955
Ahmedabad,Hello Stationary services,Not Listed,Ahmedabad,Not Listed,Prospect (Phase 1 B2B),23.0215374,72.5800568
